-24.631000.6, 17.890000.6, -11.395000.6, -0.469000.6, 0.341000.6, 0.814000.6
-29.784000.6, 6.332000.6, -11.400000.6, -0.568000.6, 0.121000.6, 0.814000.6
-29.780000.6, -6.335000.6, -11.399000.6, -0.568000.6, -0.121000.6, 0.814000.6
-24.634000.6, -17.897000.6, -11.400000.6, -0.469000.6, -0.341000.6, 0.814000.6
-15.227000.6, -26.357000.6, -11.394000.6, -0.290000.6, -0.503000.6, 0.814000.6
-3.185000.6, -30.278000.6, -11.398000.6, -0.061000.6, -0.577000.6, 0.814000.6
9.409000.6, -28.958000.6, -11.402000.6, 0.179000.6, -0.552000.6, 0.814000.6
20.373000.6, -22.634000.6, -11.404000.6, 0.388000.6, -0.431000.6, 0.814000.6
27.811000.6, -12.387000.6, -11.398000.6, 0.530000.6, -0.236000.6, 0.814000.6
30.447000.6, -0.002000.6, -11.399000.6, 0.580000.6, 0.000000.6, 0.814000.6
31.361000.6, -0.004000.6, -12.058000.6, 0.589000.6, 0.000000.6, 0.808000.6
28.649000.6, 12.757000.6, -12.058000.6, 0.538000.6, 0.240000.6, 0.808000.6
20.978000.6, 23.303000.6, -12.054000.6, 0.394000.6, 0.438000.6, 0.808000.6
9.689000.6, 29.821000.6, -12.053000.6, 0.182000.6, 0.561000.6, 0.808000.6
-3.282000.6, 31.187000.6, -12.055000.6, -0.062000.6, 0.586000.6, 0.808000.6
-15.683000.6, 27.151000.6, -12.052000.6, -0.295000.6, 0.510000.6, 0.808000.6
-25.370000.6, 18.430000.6, -12.055000.6, -0.477000.6, 0.346000.6, 0.808000.6
-30.674000.6, 6.521000.6, -12.057000.6, -0.577000.6, 0.123000.6, 0.808000.6
-30.672000.6, -6.519000.6, -12.056000.6, -0.577000.6, -0.123000.6, 0.808000.6
-25.366000.6, -18.434000.6, -12.056000.6, -0.477000.6, -0.346000.6, 0.808000.6
-15.678000.6, -27.157000.6, -12.057000.6, -0.295000.6, -0.510000.6, 0.808000.6
-3.281000.6, -31.185000.6, -12.057000.6, -0.062000.6, -0.586000.6, 0.808000.6
9.689000.6, -29.819000.6, -12.055000.6, 0.182000.6, -0.561000.6, 0.808000.6
20.985000.6, -23.304000.6, -12.059000.6, 0.394000.6, -0.438000.6, 0.808000.6
28.647000.6, -12.760000.6, -12.059000.6, 0.538000.6, -0.240000.6, 0.808000.6
31.360000.6, -0.001000.6, -12.057000.6, 0.589000.6, 0.000000.6, 0.808000.6
32.266000.6, -0.004000.6, -12.727000.6, 0.598000.6, 0.000000.6, 0.801000.6
29.478000.6, 13.122000.6, -12.726000.6, 0.546000.6, 0.243000.6, 0.801000.6
21.587000.6, 23.987000.6, -12.731000.6, 0.400000.6, 0.445000.6, 0.801000.6
9.971000.6, 30.696000.6, -12.732000.6, 0.185000.6, 0.569000.6, 0.801000.6
-3.377000.6, 32.091000.6, -12.726000.6, -0.063000.6, 0.595000.6, 0.801000.6
-16.143000.6, 27.943000.6, -12.729000.6, -0.299000.6, 0.518000.6, 0.801000.6
-26.106000.6, 18.970000.6, -12.729000.6, -0.484000.6, 0.352000.6, 0.801000.6
-31.563000.6, 6.711000.6, -12.728000.6, -0.585000.6, 0.124000.6, 0.801000.6
-31.561000.6, -6.721000.6, -12.729000.6, -0.585000.6, -0.124000.6, 0.801000.6
-26.110000.6, -18.965000.6, -12.731000.6, -0.484000.6, -0.352000.6, 0.801000.6
-16.132000.6, -27.946000.6, -12.729000.6, -0.299000.6, -0.518000.6, 0.801000.6
-3.375000.6, -32.090000.6, -12.728000.6, -0.063000.6, -0.595000.6, 0.801000.6
9.975000.6, -30.686000.6, -12.729000.6, 0.185000.6, -0.569000.6, 0.801000.6
21.591000.6, -23.971000.6, -12.724000.6, 0.400000.6, -0.445000.6, 0.801000.6
29.474000.6, -13.122000.6, -12.725000.6, 0.546000.6, -0.243000.6, 0.801000.6
32.266000.6, 0.000000.6, -12.727000.6, 0.598000.6, 0.000000.6, 0.801000.6
33.177000.6, -0.004000.6, -13.415000.6, 0.607000.6, 0.000000.6, 0.795000.6
30.309000.6, 13.506000.6, -13.417000.6, 0.554000.6, 0.247000.6, 0.795000.6
22.204000.6, 24.656000.6, -13.417000.6, 0.406000.6, 0.451000.6, 0.795000.6
10.252000.6, 31.557000.6, -13.415000.6, 0.187000.6, 0.577000.6, 0.795000.6
-3.471000.6, 33.003000.6, -13.419000.6, -0.063000.6, 0.603000.6, 0.795000.6
-16.597000.6, 28.734000.6, -13.418000.6, -0.303000.6, 0.525000.6, 0.795000.6
-26.843000.6, 19.508000.6, -13.419000.6, -0.491000.6, 0.357000.6, 0.795000.6
-32.456000.6, 6.903000.6, -13.418000.6, -0.593000.6, 0.126000.6, 0.795000.6
-32.461000.6, -6.901000.6, -13.422000.6, -0.593000.6, -0.126000.6, 0.795000.6
-26.845000.6, -19.501000.6, -13.418000.6, -0.491000.6, -0.357000.6, 0.795000.6
-16.588000.6, -28.740000.6, -13.421000.6, -0.303000.6, -0.525000.6, 0.795000.6
-3.471000.6, -33.003000.6, -13.422000.6, -0.063000.6, -0.603000.6, 0.795000.6
10.251000.6, -31.561000.6, -13.422000.6, 0.187000.6, -0.577000.6, 0.795000.6
22.198000.6, -24.662000.6, -13.419000.6, 0.406000.6, -0.451000.6, 0.795000.6
30.314000.6, -13.500000.6, -13.421000.6, 0.554000.6, -0.247000.6, 0.795000.6
33.176000.6, 0.000000.6, -13.415000.6, 0.607000.6, 0.000000.6, 0.795000.6
34.099000.6, -0.005000.6, -14.126000.6, 0.615000.6, 0.000000.6, 0.789000.6
31.151000.6, 13.870000.6, -14.126000.6, 0.562000.6, 0.250000.6, 0.789000.6
22.819000.6, 25.340000.6, -14.127000.6, 0.411000.6, 0.457000.6, 0.789000.6
10.542000.6, 32.427000.6, -14.124000.6, 0.190000.6, 0.585000.6, 0.789000.6
-3.568000.6, 33.915000.6, -14.127000.6, -0.064000.6, 0.611000.6, 0.789000.6
-17.047000.6, 29.535000.6, -14.127000.6, -0.307000.6, 0.532000.6, 0.789000.6
-27.589000.6, 20.050000.6, -14.129000.6, -0.497000.6, 0.361000.6, 0.789000.6
-33.355000.6, 7.084000.6, -14.126000.6, -0.601000.6, 0.128000.6, 0.789000.6
-33.352000.6, -7.088000.6, -14.124000.6, -0.601000.6, -0.128000.6, 0.789000.6
-27.589000.6, -20.037000.6, -14.126000.6, -0.497000.6, -0.361000.6, 0.789000.6
-17.047000.6, -29.534000.6, -14.129000.6, -0.307000.6, -0.532000.6, 0.789000.6
-3.567000.6, -33.912000.6, -14.127000.6, -0.064000.6, -0.611000.6, 0.789000.6
10.541000.6, -32.427000.6, -14.127000.6, 0.190000.6, -0.585000.6, 0.789000.6
22.814000.6, -25.344000.6, -14.128000.6, 0.411000.6, -0.457000.6, 0.789000.6
31.148000.6, -13.873000.6, -14.126000.6, 0.562000.6, -0.250000.6, 0.789000.6
34.099000.6, 0.001000.6, -14.126000.6, 0.615000.6, 0.000000.6, 0.789000.6
35.009000.6, -0.006000.6, -14.843000.6, 0.622000.6, 0.000000.6, 0.783000.6
31.981000.6, 14.233000.6, -14.839000.6, 0.569000.6, 0.253000.6, 0.783000.6
23.421000.6, 26.026000.6, -14.846000.6, 0.417000.6, 0.463000.6, 0.783000.6
10.817000.6, 33.303000.6, -14.847000.6, 0.192000.6, 0.592000.6, 0.783000.6
-3.665000.6, 34.818000.6, -14.842000.6, -0.065000.6, 0.619000.6, 0.783000.6
-17.503000.6, 30.322000.6, -14.844000.6, -0.311000.6, 0.539000.6, 0.783000.6
-28.323000.6, 20.579000.6, -14.842000.6, -0.504000.6, 0.366000.6, 0.783000.6
-34.244000.6, 7.279000.6, -14.843000.6, -0.609000.6, 0.129000.6, 0.783000.6
-34.241000.6, -7.289000.6, -14.842000.6, -0.609000.6, -0.129000.6, 0.783000.6
-28.321000.6, -20.575000.6, -14.841000.6, -0.504000.6, -0.366000.6, 0.783000.6
-17.501000.6, -30.325000.6, -14.847000.6, -0.311000.6, -0.539000.6, 0.783000.6
-3.661000.6, -34.820000.6, -14.846000.6, -0.065000.6, -0.619000.6, 0.783000.6
10.818000.6, -33.287000.6, -14.838000.6, 0.192000.6, -0.592000.6, 0.783000.6
23.425000.6, -26.017000.6, -14.844000.6, 0.417000.6, -0.463000.6, 0.783000.6
31.980000.6, -14.251000.6, -14.846000.6, 0.569000.6, -0.253000.6, 0.783000.6
35.008000.6, 0.003000.6, -14.843000.6, 0.622000.6, 0.000000.6, 0.783000.6
